,Average price of S&P 1-Jan,
PG UN Equity,12/3/07,73.52
T UN Equity,12/3/07,38.28
TRV UN Equity,12/3/07,53.45
UTX UN Equity,12/3/07,74.93
CSCO UW Equity,12/3/07,27.57
MSFT UW Equity,12/3/07,32.93
MDLZ UN Equity,12/3/07,22.5203
MTLQQ UN Equity,12/3/07,28.61
C UN Equity,12/3/07,330.6
AIG UN Equity,12/3/07,953.3148
HON UN Equity,12/3/07,56.7352
MO UN Equity,12/3/07,23.9235
EKDKQ UN Equity,12/3/07,22.98
IP UN Equity,12/3/07,33.3119
ABT UN Equity,12/3/07,27.2778
AMD UN Equity,12/3/07,9.66
AFL UN Equity,12/3/07,62.74
APD UN Equity,12/3/07,91.2671
BEAM UN Equity,12/3/07,58.8301
AEP UN Equity,12/3/07,47.78
HES UN Equity,12/3/07,74.78
APC UN Equity,12/3/07,57.22
ADI UN Equity,12/3/07,30.69
AON UN Equity,12/3/07,49.86
APA UN Equity,12/3/07,96.28
ADM UN Equity,12/3/07,36.1
ADP UW Equity,#N/A N/A,
AZO UN Equity,12/3/07,107.87
AVY UN Equity,12/3/07,51.23
AVP UN Equity,12/3/07,39.47
BHI UN Equity,12/3/07,80.91
BLL UN Equity,12/3/07,11.44
CEG UN Equity,12/3/07,99.91
BK UN Equity,12/3/07,47.87
BCR UN Equity,12/3/07,83.05
BAX UN Equity,12/3/07,32.0576
BDX UN Equity,12/3/07,81.27
BMS UN Equity,12/3/07,26.87
BBY UN Equity,12/3/07,51.73
HRB UN Equity,12/3/07,19.46
BSX UN Equity,12/3/07,13
BMY UN Equity,12/3/07,29.52
COG UN Equity,12/3/07,8.5325
CPB UN Equity,12/3/07,36.67
CCL UN Equity,12/3/07,44.95
CTL UN Equity,12/3/07,42.05
9876566D UN Equity,12/3/07,54.7
CI UN Equity,12/3/07,54.66
CLX UN Equity,12/3/07,64.66
CMS UN Equity,12/3/07,17.37
CCE UN Equity,12/3/07,25.72
CL UN Equity,12/3/07,40.025
CMA UN Equity,12/3/07,45.94
CA UW Equity,#N/A N/A,
CSC UN Equity,12/3/07,30.1289
CAG UN Equity,12/3/07,19.2125
ED UN Equity,12/3/07,48.56
CBE UN Equity,12/3/07,50.19
GLW UN Equity,12/3/07,24.59
CSX UN Equity,12/3/07,13.7767
CMI UN Equity,12/3/07,58.885
DHR UN Equity,12/3/07,32.6548
DE UN Equity,12/3/07,88.52
D UN Equity,12/3/07,47.39
DOV UN Equity,12/3/07,37.9429
DOW UN Equity,12/3/07,41.54
DUK UN Equity,12/3/07,59.49
ETN UN Equity,12/3/07,44.1
ECL UN Equity,12/3/07,49.56
PKI UN Equity,12/3/07,27.18
EP UN Equity,12/3/07,16.1
EMC UN Equity,12/3/07,19.04
EMR UN Equity,12/3/07,57.43
EOG UN Equity,12/3/07,41.405
ETR UN Equity,12/3/07,119.69
EFX UN Equity,12/3/07,36.79
EQT UN Equity,12/3/07,53.09
XL UN Equity,12/3/07,58.12
FDO UN Equity,12/3/07,23.37
FDX UN Equity,12/3/07,97.25
F UN Equity,12/3/07,7.25
NEE UN Equity,12/3/07,71.44
BEN UN Equity,12/3/07,40.1867
FCX UN Equity,12/3/07,48.425
TGNA UN Equity,12/3/07,18.7071
GD UN Equity,12/3/07,89.01
GIS UN Equity,12/3/07,29.985
GPC UN Equity,12/3/07,47.99
GR UN Equity,12/3/07,72.51
GT UN Equity,12/3/07,28.47
GWW UN Equity,12/3/07,86.92
HAL UN Equity,12/3/07,36.68
HOG UN Equity,12/3/07,46.87
HAR UN Equity,12/3/07,72.05
HRS UN Equity,12/3/07,58.3211
HCP UN Equity,12/3/07,29.9146
HNZ UN Equity,12/3/07,46.94
HSY UN Equity,12/3/07,39.43
HOT UN Equity,12/3/07,49.4629
CNP UN Equity,12/3/07,17.94
HUM UN Equity,12/3/07,76.82
ITW UN Equity,12/3/07,54.47
IR UN Equity,12/3/07,40.7077
IPG UN Equity,12/3/07,9.38
IFF UN Equity,12/3/07,49.51
9876544D UN Equity,12/3/07,43.21
JEC UN Equity,12/3/07,86.81
1436513D UN Equity,12/3/07,37.93
K UN Equity,12/3/07,53.82
KMB UN Equity,12/3/07,66.6973
KIM UN Equity,12/3/07,38.82
KR UN Equity,12/3/07,14.445
LM UN Equity,12/3/07,74.26
LEG UN Equity,12/3/07,20.45
LEN UN Equity,12/3/07,16.7099
LUK UN Equity,12/3/07,45.0731
LLY UN Equity,12/3/07,52.53
0202445Q UN Equity,12/3/07,80.53
LNC UN Equity,12/3/07,61.22
XTO UN Equity,12/3/07,49.16
L UN Equity,12/3/07,47
1524867D UN Equity,12/3/07,24.78
BDK UN Equity,12/3/07,81.26
1431816D UN Equity,12/3/07,5.5
RX UN Equity,12/3/07,23.26
HST UN Equity,12/3/07,18.7225
PBG UN Equity,12/3/07,42.04
MMC UN Equity,12/3/07,25.32
BNI UN Equity,12/3/07,82.66
MAS UN Equity,12/3/07,19.4762
8277831Q UN Equity,12/3/07,42.76
JAVA UW Equity,12/3/07,21.15
SPGI UN Equity,12/3/07,46.3
SGP UN Equity,12/3/07,30.81
CVS UN Equity,12/3/07,39.91
WYE UN Equity,12/3/07,48.38
0226226D UN Equity,12/3/07,21.85
MSI UN Equity,12/3/07,63.1936
CITGQ UN Equity,12/3/07,26.43
MUR UN Equity,12/3/07,62.8858
EQ UN Equity,12/3/07,50.55
MYL UW Equity,#N/A N/A,
ROH UN Equity,12/3/07,53.88
LH UN Equity,12/3/07,71.83
SOV UN Equity,12/3/07,11.64
THC UN Equity,12/3/07,21.32
3517233Q UN Equity,12/3/07,57.44
1255173D UN Equity,12/3/07,42.16
NEM UN Equity,12/3/07,50
MER UN Equity,12/3/07,59.06
FOXA UW Equity,#N/A N/A,
NCC UN Equity,12/3/07,19.91
NKE UN Equity,12/3/07,16.75
NI UN Equity,12/3/07,7.2776
NBL UN Equity,12/3/07,36.5
NSC UN Equity,12/3/07,51.42
NOC UN Equity,12/3/07,73.545
WFC UN Equity,12/3/07,31.84
NUE UN Equity,12/3/07,57.86
OXY UN Equity,12/3/07,67.6748
OMC UN Equity,12/3/07,48.24
PCG UN Equity,12/3/07,46.59
PH UN Equity,12/3/07,78.78
PPL UN Equity,12/3/07,47.7702
PEP UN Equity,12/3/07,76.58
EXC UN Equity,12/3/07,82.43
COP UN Equity,12/3/07,61.1762
PHM UN Equity,12/3/07,10.06
PNW UN Equity,12/3/07,43.06
PBI UN Equity,12/3/07,38.08
PCL UN Equity,12/3/07,45.99
PNC UN Equity,12/3/07,72.86
PPG UN Equity,12/3/07,34.215
PX UN Equity,12/3/07,84.25
PCP UN Equity,12/3/07,151.36
PGR UN Equity,12/3/07,18.34
PEG UN Equity,12/3/07,48.775
RTN UN Equity,12/3/07,61.81
RHI UN Equity,12/3/07,25.09
R UN Equity,12/3/07,43.21
SWY UN Equity,12/3/07,30.8555
HSH UN Equity,12/3/07,38.4154
SLB UN Equity,12/3/07,93.84
SHW UN Equity,12/3/07,62.06
SJM UN Equity,12/3/07,48.94
SNA UN Equity,12/3/07,48.13
SO UN Equity,12/3/07,37.81
BBT UN Equity,12/3/07,35.93
LUV UN Equity,12/3/07,13.74
SWN UN Equity,12/3/07,24.96
0848680D UN Equity,12/3/07,15.84
SWK UN Equity,12/3/07,50.95
PSA UN Equity,12/3/07,76.24
1086832D UN Equity,12/3/07,55.0941
STI UN Equity,12/3/07,69.81
SVU UN Equity,12/3/07,286.5801
SYY UN Equity,12/3/07,32.37
1500785D UN Equity,12/3/07,17.44
TER UN Equity,12/3/07,10.77
ANDV UN Equity,12/3/07,49.91
TXT UN Equity,12/3/07,70.13
TMO UN Equity,12/3/07,57.31
TMK UN Equity,12/3/07,27.2844
TSS UN Equity,12/3/07,27.95
JCI UN Equity,12/3/07,18.3343
UNP UN Equity,12/3/07,31.5775
UNH UN Equity,12/3/07,54.63
UNM UN Equity,12/3/07,24.58
MRO UN Equity,12/3/07,34.469
X UN Equity,12/3/07,95.21
VAR UN Equity,12/3/07,44.0025
VFC UN Equity,12/3/07,18.56
VNO UN Equity,12/3/07,62.6556
VMC UN Equity,12/3/07,87.65
WBA UN Equity,12/3/07,36.4
GHC UN Equity,12/3/07,484.512
WY UN Equity,12/3/07,29.6676
WHR UN Equity,12/3/07,80.8
WMB UN Equity,12/3/07,28.67
TEG UN Equity,12/3/07,51.72
WEC UN Equity,12/3/07,24
XRX UN Equity,12/3/07,43.8923
ADBE UW Equity,12/3/07,42.69
AES UN Equity,12/3/07,21.73
AMGN UW Equity,12/3/07,55.09
AAPL UW Equity,12/3/07,25.5514
CTAS UW Equity,12/3/07,31.56
CMCSA UW Equity,12/3/07,10.525
TAP UN Equity,12/3/07,54.49
KLAC UW Equity,12/3/07,48.03
MKC UN Equity,12/3/07,38.06
MOLX UW Equity,12/3/07,27.41
ORCL UW Equity,12/3/07,20.24
PCAR UW Equity,12/3/07,49.7
COST UW Equity,12/3/07,66.94
SIAL UW Equity,12/3/07,52.3
STJ UN Equity,12/3/07,39.43
SYK UN Equity,12/3/07,72.56
TSN UN Equity,12/3/07,14.55
1541931D UW Equity,12/3/07,18.87
AMAT UW Equity,12/3/07,18.2
TWX UN Equity,12/3/07,33.9207
BBBY UW Equity,12/3/07,31.31
CAH UN Equity,12/3/07,42.9535
CELG UW Equity,12/3/07,30.14
CINF UW Equity,12/3/07,39.72
CVH UN Equity,12/3/07,57.28
DHI UN Equity,12/3/07,12.34
FLS UN Equity,12/3/07,31.0033
EA UW Equity,12/3/07,55.13
ESRX UW Equity,12/3/07,35.22
EXPD UW Equity,12/3/07,45.97
MTB UN Equity,12/3/07,90.73
FISV UW Equity,12/3/07,25.815
FITB UW Equity,12/3/07,29.98
FRX UN Equity,12/3/07,37.43
FHN UN Equity,12/3/07,18.7274
GILD UW Equity,12/3/07,22.97
HBAN UW Equity,12/3/07,15.62
BIIB UW Equity,12/3/07,67.996
LLTC UW Equity,12/3/07,30.73
RRC UN Equity,12/3/07,40.19
NBR UN Equity,12/3/07,26.82
NE UN Equity,12/3/07,46.8631
NTRS UW Equity,12/3/07,80.32
1280712D UW Equity,12/3/07,25.94
PAYX UW Equity,12/3/07,39.3
PBCT UW Equity,12/3/07,16.75
PDCO UW Equity,12/3/07,30.75
QCOM UW Equity,12/3/07,39.96
SBUX UW Equity,12/3/07,11.405
KEY UN Equity,12/3/07,25.67
STT UN Equity,12/3/07,78.02
USB UN Equity,12/3/07,32.93
SYMC UW Equity,12/3/07,17.52
TROW UW Equity,12/3/07,60.03
WM UN Equity,12/3/07,34.37
CBS UN Equity,12/3/07,27.04
AGN UN Equity,12/3/07,28.71
WFM UW Equity,12/3/07,21.13
STZ UN Equity,12/3/07,23.68
XLNX UW Equity,12/3/07,21.98
XRAY UW Equity,12/3/07,42.28
ZION UW Equity,12/3/07,54.31
IVZ UN Equity,12/3/07,27.23
INTU UW Equity,12/3/07,29.23
MS UN Equity,12/3/07,52.28
MCHP UW Equity,12/3/07,29.7
CHK UN Equity,12/3/07,35.4704
JBL UN Equity,12/3/07,16.35
ALL UN Equity,12/3/07,51.3
EQR UN Equity,12/3/07,37.22
VIAV UW Equity,12/3/07,7.5445
SPG UN Equity,12/3/07,87.304
EMN UN Equity,12/3/07,31.79
AVB UN Equity,12/3/07,95.023
PRU UN Equity,12/3/07,93.27
UPS UN Equity,12/3/07,72.9
AIV UN Equity,12/3/07,27.6
APOL UW Equity,12/3/07,75.74
MCK UN Equity,12/3/07,65.58
DF UN Equity,12/3/07,23.5682
LMT UN Equity,12/3/07,109.78
ABC UN Equity,12/3/07,22.015
CAM UN Equity,12/3/07,48.57
COF UN Equity,12/3/07,50.89
WAT UN Equity,12/3/07,78.93
DRI UN Equity,12/3/07,35.4141
SNDK UW Equity,12/3/07,37.91
LXK UN Equity,12/3/07,34.51
NTAP UW Equity,12/3/07,24.67
CTXS UW Equity,12/3/07,29.3273
DVA UN Equity,12/3/07,30.975
FII UN Equity,12/3/07,39.2
HIG UN Equity,12/3/07,94.75
EL UN Equity,12/3/07,21.81
LO UN Equity,#N/A N/A,
1518855D US Equity,12/3/07,26.61
PFG UN Equity,12/3/07,63.95
TIE UN Equity,12/3/07,28.93
ATI UN Equity,12/3/07,95.62
SRCL UW Equity,12/3/07,58.92
ETFC UW Equity,12/3/07,41.1
ANF UN Equity,12/3/07,80.8
NOV UN Equity,12/3/07,63.743
DGX UN Equity,12/3/07,54.69
ROK UN Equity,12/3/07,66.76
AMT UN Equity,12/3/07,44.92
AMZN UW Equity,12/3/07,90.91
RL UN Equity,12/3/07,68.72
BXP UN Equity,12/3/07,97.41
APH UN Equity,12/3/07,21.85
PXD UN Equity,12/3/07,44.31
VLO UN Equity,12/3/07,59.7776
LLL UN Equity,12/3/07,107.6195
WU UN Equity,12/3/07,23.12
CHRW UW Equity,12/3/07,51.22
YUM UN Equity,12/3/07,26.5115
VRSN UW Equity,12/3/07,39.57
AEE UN Equity,12/3/07,53.25
BRCM UW Equity,12/3/07,27.04
MAR UN Equity,12/3/07,34.5267
SEE UN Equity,12/3/07,23.29
CTSH UW Equity,12/3/07,15.755
ISRG UW Equity,12/3/07,109.4
CNX UN Equity,12/3/07,47.8346
AET UN Equity,12/3/07,56.55
BTUUQ UN Equity,12/3/07,825.45
RSG UN Equity,12/3/07,32.92
EBAY UW Equity,12/3/07,13.8679
GS UN Equity,12/3/07,226.89
SRE UN Equity,12/3/07,62.3
MCO UN Equity,12/3/07,36.63
1255459D UW Equity,12/3/07,47.92
AKAM UW Equity,12/3/07,37.17
RAI UN Equity,12/3/07,17.6125
DVN UN Equity,12/3/07,83.33
GOOGL UW Equity,12/3/07,341.095
HCBK UW Equity,12/3/07,15.27
A UN Equity,12/3/07,26.9945
ANTM UN Equity,12/3/07,84.24
CME UW Equity,#N/A N/A,
NYX UN Equity,12/3/07,84.42
DTE UN Equity,12/3/07,49.58
NDAQ UW Equity,12/3/07,43.51
PM UN Equity,#N/A N/A,
TXN UN Equity,12/3/07,31.57
1519128D UW Equity,12/3/07,8.2874
COV UN Equity,12/3/07,36.4307
TLAB UW Equity,12/3/07,6.84
CRM UN Equity,12/3/07,13.945
AKS UN Equity,12/3/07,44.77
SUNEQ UN Equity,12/3/07,75.73
MET UN Equity,12/3/07,57.7277
MWW UN Equity,#N/A N/A,
FTR UN Equity,12/3/07,193.5
TPR UN Equity,12/3/07,36.38
0111145D UN Equity,12/3/07,42.18
FLR UN Equity,12/3/07,74.265
0961514D UN Equity,12/3/07,49.1
SLM UN Equity,12/3/07,13.2159
DNB UN Equity,12/3/07,89.88
VIAB UN Equity,12/3/07,42.65
AMP UN Equity,12/3/07,58.04
JNS UN Equity,12/3/07,33.48
XEL UN Equity,12/3/07,22.94
ITT UN Equity,12/3/07,20.916
COL UN Equity,12/3/07,72.38
CEPH UW Equity,12/3/07,74.5
0203524D UN Equity,12/3/07,22.74
ZBH UN Equity,12/3/07,64.79
MI UN Equity,12/3/07,31
CBG UN Equity,12/3/07,23.6
RSHCQ UN Equity,12/3/07,18.29
MA UN Equity,12/3/07,20.188
8394653Q UN Equity,12/3/07,64.93
MEE UN Equity,12/3/07,33.35
NOVL UW Equity,12/3/07,6.92
ICE UN Equity,12/3/07,32.546
GENZ UW Equity,12/3/07,73.5
FIS UN Equity,12/3/07,23.992
0772031D UN Equity,12/3/07,6.69
MFE UN Equity,12/3/07,38.28
MWV UN Equity,12/3/07,29.756
AYE UN Equity,12/3/07,60.88
POM UN Equity,12/3/07,28.13
QLGC UW Equity,12/3/07,13.81
MHS UN Equity,12/3/07,49.895
MDP UN Equity,12/3/07,54.47
WYNN UW Equity,12/3/07,120.67
HAS US Equity,12/3/07,27.09
1448062D UW Equity,12/3/07,24.47
ODP UN Equity,12/3/07,16.55
SHLD UW Equity,12/3/07,70.9262
NYT UN Equity,12/3/07,16.45
HSP UN Equity,12/3/07,42.48
KG UN Equity,12/3/07,10.59
AIZ UN Equity,12/3/07,65.01
PTV UN Equity,12/3/07,26.03
SII UN Equity,12/3/07,63.87
GNW UN Equity,12/3/07,26.59
STR UN Equity,12/3/07,17.6152
RF UN Equity,12/3/07,25.97
TDC UN Equity,12/3/07,26.19
EXPE UW Equity,12/3/07,30.894
SCHW UW Equity,12/3/07,24.07
CF UN Equity,12/3/07,19.032
WYN UN Equity,12/3/07,28.92
MU UN Equity,12/3/07,8.3
1539941D UN Equity,12/3/07,25.2
ESV UN Equity,12/3/07,54
KBH UN Equity,12/3/07,20.66
TEL UN Equity,12/3/07,37.26
MBI UN Equity,12/3/07,33.88
DFS UN Equity,12/3/07,16.39
DYNIQ UN Equity,12/3/07,39.7
CIEN UW Equity,12/3/07,42.62
CVG UN Equity,12/3/07,16.4
SNI UN Equity,#N/A N/A,
WIN UN Equity,12/3/07,21.2293
JNPR UW Equity,12/3/07,30.37
BMC UN Equity,12/3/07,33.15
MAT UN Equity,12/3/07,19.63
MTW UN Equity,12/3/07,36.5523
RRD UN Equity,12/3/07,59.0648
DDR UN Equity,12/3/07,39.9927
JNY UN Equity,12/3/07,18.59
ACAS UW Equity,12/3/07,28.2217
WFT UN Equity,12/3/07,31.95
DPS UN Equity,#N/A N/A,
XRX UN Equity,12/3/07,43.8923
HBI UN Equity,12/3/07,7.1125
ALB UN Equity,12/3/07,44.85
EL UN Equity,12/3/07,21.81
