,Average price of S&P 1-Jan,
EMR UN Equity,12/2/05,38.65
EOG UN Equity,12/2/05,37.595
ETR UN Equity,12/2/05,70.19
EFX UN Equity,12/2/05,38.76
XL UN Equity,12/2/05,68.69
FDX UN Equity,12/2/05,97.82
M UN Equity,12/2/05,33.325
F UN Equity,12/2/05,8.15
NEE UN Equity,12/2/05,42.46
BEN UN Equity,12/2/05,31.5767
FCX UN Equity,12/2/05,26.85
TGNA UN Equity,12/2/05,31.1904
GD UN Equity,12/2/05,56.775
GIS UN Equity,12/2/05,24.14
GPC UN Equity,12/2/05,44.47
GR UN Equity,12/2/05,38.59
GT UN Equity,12/2/05,17.09
GWW UN Equity,12/2/05,71.92
HAL UN Equity,12/2/05,32.915
HOG UN Equity,12/2/05,53.9
HAR UN Equity,12/2/05,97.79
HNZ UN Equity,12/2/05,34.79
HSY UN Equity,12/2/05,55.28
HOT UN Equity,12/2/05,47.7587
CNP UN Equity,12/2/05,13.28
HUM UN Equity,12/2/05,48.13
ITW UN Equity,12/2/05,44.84
IR UN Equity,12/2/05,32.4863
IPG UN Equity,12/2/05,9.34
IFF UN Equity,12/2/05,33.43
9876544D UN Equity,12/2/05,29.7
1436513D UN Equity,12/2/05,23.4867
K UN Equity,12/2/05,44.56
KMB UN Equity,12/2/05,57.0842
KIM UN Equity,12/2/05,31.85
KR UN Equity,12/2/05,9.965
LM UN Equity,12/2/05,121.8
LEG UN Equity,12/2/05,24.22
LEN UN Equity,12/2/05,58.804
LLY UN Equity,12/2/05,51.57
LNC UN Equity,12/2/05,52.7
0202445Q UN Equity,12/2/05,64.94
L UN Equity,12/2/05,32.5067
XTO UN Equity,12/2/05,33.1665
1524867D UN Equity,12/2/05,38.3
1431816D UN Equity,12/2/05,8.71
BDK UN Equity,12/2/05,88.25
RX UN Equity,12/2/05,24.68
MMC UN Equity,12/2/05,32.42
PBG UN Equity,12/2/05,30.12
MAS UN Equity,12/2/05,26.7446
BNI UN Equity,12/2/05,66.65
8277831Q UN Equity,12/2/05,56.39
SPGI UN Equity,12/2/05,53.48
JAVA UW Equity,12/2/05,15.8
MDT UN Equity,12/2/05,55.78
CVS UN Equity,12/2/05,27.28
SGP UN Equity,12/2/05,19.26
WYE UN Equity,12/2/05,43.2
MSI UN Equity,12/2/05,96.6129
0226226D UN Equity,12/2/05,73.86
MUR UN Equity,12/2/05,43.7793
CITGQ UN Equity,12/2/05,50.3
EQ UN Equity,#N/A N/A,
LH UN Equity,12/2/05,51.41
ROH UN Equity,12/2/05,46.75
THC UN Equity,12/2/05,32.88
SOV UN Equity,12/2/05,20.9333
NWL UN Equity,12/2/05,23.34
3517233Q UN Equity,12/2/05,38.14
NEM UN Equity,12/2/05,46.48
1255173D UN Equity,12/2/05,53.46
MER UN Equity,12/2/05,68.41
NKE UN Equity,12/2/05,10.95
NCC UN Equity,12/2/05,34.4
NI UN Equity,12/2/05,8.4722
BRL UN Equity,12/2/05,57.51
AW UN Equity,12/2/05,9.13
NSC UN Equity,12/2/05,44.13
3286728Q UN Equity,12/2/05,26.93
3393199Q UN Equity,12/2/05,43.5
NOC UN Equity,12/2/05,52.172
WWY UN Equity,12/2/05,55.248
WFC UN Equity,12/2/05,31.4
3022239Q UN Equity,12/2/05,24.0053
NUE UN Equity,12/2/05,34.025
SAF UN Equity,#N/A N/A,
OXY UN Equity,12/2/05,39.3099
3423152Q UN Equity,12/2/05,23.8
2968900Q UN Equity,12/2/05,31.6331
OMC UN Equity,12/2/05,42.72
CFC UN Equity,12/2/05,34.73
TT UN Equity,12/2/05,28.0676
2942331Q UN Equity,12/2/05,112.67
PCG UN Equity,12/2/05,36.7
PH UN Equity,12/2/05,46.5867
HET UN Equity,12/2/05,68.81
PPL UN Equity,12/2/05,27.2628
TRB UN Equity,12/2/05,31.39
DJ UN Equity,12/2/05,35.39
PEP UN Equity,12/2/05,59.9
3692470Q UN Equity,12/2/05,54.9778
EXC UN Equity,12/2/05,52.39
TEK UN Equity,12/2/05,25.93
COP UN Equity,12/2/05,47.5612
HCR UN Equity,12/2/05,39.62
PHM UN Equity,12/2/05,42.51
BOL UN Equity,12/2/05,82.13
PNW UN Equity,12/2/05,41.59
0574018D UN Equity,12/2/05,42.48
PBI UN Equity,12/2/05,41.91
2641504Q UN Equity,12/2/05,3.54
PCL UN Equity,12/2/05,38.51
1317355D UN Equity,12/2/05,24.2749
PNC UN Equity,12/2/05,64.51
8206908Q UW Equity,12/2/05,49.58
PPG UN Equity,12/2/05,30.415
KSE UN Equity,12/2/05,33.77
PX UN Equity,12/2/05,53.13
PGR UN Equity,12/2/05,30.925
MEL UN Equity,12/2/05,34.01
PEG UN Equity,12/2/05,31.765
MEDI UW Equity,12/2/05,35.47
RTN UN Equity,12/2/05,38.61
3362726Q UN Equity,#N/A N/A,
RHI UN Equity,12/2/05,38.72
1528159D UN Equity,12/2/05,22.78
RDC UN Equity,12/2/05,36.98
1293405D UN Equity,12/2/05,30.42
R UN Equity,12/2/05,42.21
CMX UN Equity,12/2/05,52.18
SWY UN Equity,12/2/05,21.3223
PD UN Equity,12/2/05,69.875
HSH UN Equity,12/2/05,35.5167
PGL UN Equity,12/2/05,36.43
2307532Q UW Equity,12/2/05,22.5
EOP UN Equity,12/2/05,31.9
SLB UN Equity,12/2/05,49.495
2987536Q UN Equity,12/2/05,11.41
BLS UN Equity,12/2/05,27.87
SHW UN Equity,12/2/05,44.03
SNA UN Equity,12/2/05,38.29
SO UN Equity,12/2/05,35.04
BBT UN Equity,12/2/05,42.75
LUV UN Equity,12/2/05,16.59
0848680D UN Equity,12/2/05,22.7224
SWK UN Equity,12/2/05,48.67
PSA UN Equity,12/2/05,71.54
1086832D UN Equity,12/2/05,68.905
STI UN Equity,12/2/05,73.78
SVU UN Equity,12/2/05,233.8701
SYY UN Equity,12/2/05,32.61
1500785D UN Equity,12/2/05,17.54
TER UN Equity,12/2/05,15.46
TXT UN Equity,12/2/05,39.87
TMO UN Equity,12/2/05,31.1
TMK UN Equity,12/2/05,24.1911
JCI UN Equity,12/2/05,21.1745
UNP UN Equity,12/2/05,19.2975
UNH UN Equity,12/2/05,61.97
UNM UN Equity,12/2/05,22.4
MRO UN Equity,12/2/05,18.4516
X UN Equity,12/2/05,48.11
VFC UN Equity,12/2/05,14.315
VNO UN Equity,12/2/05,60.5844
VMC UN Equity,12/2/05,69.52
WBA UN Equity,12/2/05,46.17
WY UN Equity,12/2/05,27.5681
WHR UN Equity,12/2/05,84.81
WMB UN Equity,12/2/05,18.0708
XRX UN Equity,12/2/05,38.2806
ADBE UW Equity,12/2/05,34.97
AMGN UW Equity,12/2/05,80.78
AAPL UW Equity,12/2/05,10.3757
CTAS UW Equity,12/2/05,45.26
CMCSA UW Equity,12/2/05,9.0533
TAP UN Equity,12/2/05,33.545
KLAC UW Equity,12/2/05,54.09
MKC UN Equity,12/2/05,31.8
MOLX UW Equity,12/2/05,27.83
ORCL UW Equity,12/2/05,12.76
PCAR UW Equity,12/2/05,32.4889
COST UW Equity,12/2/05,49.34
SIAL UW Equity,12/2/05,33.015
STJ UN Equity,12/2/05,48.27
SYK UN Equity,12/2/05,46.31
TSN UN Equity,12/2/05,16.87
AMAT UW Equity,12/2/05,18.83
TWX UN Equity,12/2/05,36.157
BBBY UW Equity,12/2/05,43.24
CAH UN Equity,12/2/05,46.3498
CELG UW Equity,12/2/05,15
CINF UW Equity,12/2/05,44.97
CVH UN Equity,12/2/05,59.2
DHI UN Equity,12/2/05,36.52
EA UW Equity,12/2/05,56.83
ESRX UW Equity,12/2/05,21.9575
MTB UN Equity,12/2/05,109.88
FISV UW Equity,12/2/05,23.1
FITB UW Equity,12/2/05,40.29
FRX UN Equity,12/2/05,39.73
FHN UN Equity,12/2/05,32.4731
GILD UW Equity,12/2/05,13.395
HBAN UW Equity,12/2/05,24.4
BIIB UW Equity,12/2/05,40.022
LLTC UW Equity,12/2/05,39.26
NBR UN Equity,12/2/05,35.855
NE UN Equity,12/2/05,32.0502
NTRS UW Equity,12/2/05,53.48
1280712D UW Equity,12/2/05,26.02
PAYX UW Equity,12/2/05,42.85
PDCO UW Equity,12/2/05,34.4
PLL UN Equity,12/2/05,28.13
QCOM UW Equity,12/2/05,45.2
AN UN Equity,12/2/05,21.13
SBUX UW Equity,12/2/05,15.965
KEY UN Equity,12/2/05,33.38
SPLS UW Equity,12/2/05,23.1
STT UN Equity,12/2/05,58.02
USB UN Equity,12/2/05,30.48
SYMC UW Equity,12/2/05,18.05
TROW UW Equity,12/2/05,36.515
WM UN Equity,12/2/05,30.46
CBS UN Equity,12/2/05,25.4296
AGN UN Equity,12/2/05,33.2
WFM UW Equity,12/2/05,38.1325
STZ UN Equity,12/2/05,24.48
XLNX UW Equity,12/2/05,27.36
ZION UW Equity,12/2/05,75.85
INTU UW Equity,12/2/05,26.7
MS UN Equity,12/2/05,47.549
CB UN Equity,12/2/05,55.5
CHK UN Equity,12/2/05,28.8682
ALL UN Equity,12/2/05,55.84
EQR UN Equity,12/2/05,40.9
VIAV UW Equity,12/2/05,12.2349
SPG UN Equity,12/2/05,70.327
EMN UN Equity,12/2/05,27.95
PRU UN Equity,12/2/05,76.77
UPS UN Equity,12/2/05,77.45
AIV UN Equity,12/2/05,28.0479
MCK UN Equity,12/2/05,50.34
DF UN Equity,12/2/05,36.5149
LMT UN Equity,12/2/05,61.63
ABC UN Equity,12/2/05,19.2758
COF UN Equity,12/2/05,84.53
WAT UN Equity,12/2/05,38.99
DRI UN Equity,12/2/05,32.7368
SNDK UW Equity,12/2/05,47.75
LXK UN Equity,12/2/05,47.81
NTAP UW Equity,12/2/05,29.41
FII UN Equity,12/2/05,36.5
HIG UN Equity,12/2/05,88.03
EL UN Equity,12/2/05,17.035
1518855D US Equity,12/2/05,41.21
PFG UN Equity,12/2/05,50.41
ATI UN Equity,12/2/05,33.88
ETFC UW Equity,#N/A N/A,
NOV UN Equity,12/2/05,27.9557
DGX UN Equity,12/2/05,50.79
ROK UN Equity,12/2/05,59.01
AMZN UW Equity,12/2/05,49.06
BXP UN Equity,12/2/05,75.66
VLO UN Equity,12/2/05,46.4957
LLL UN Equity,12/2/05,72.4209
WU UN Equity,#N/A N/A,
YUM UN Equity,12/2/05,17.5809
AEE UN Equity,12/2/05,52.9
BRCM UW Equity,12/2/05,32.5133
MAR UN Equity,12/2/05,31.3845
SEE UN Equity,12/2/05,26.415
CTSH UW Equity,12/2/05,12.35
CNX UN Equity,12/2/05,27.2453
AET UN Equity,12/2/05,47.75
BTUUQ UN Equity,12/2/05,554.016
EBAY UW Equity,12/2/05,19.0153
GS UN Equity,12/2/05,131.08
SRE UN Equity,12/2/05,44.54
MCO UN Equity,12/2/05,60.13
RAI UN Equity,12/2/05,11.4338
DVN UN Equity,12/2/05,62.29
GOOGL UW Equity,12/2/05,209.052
A UN Equity,12/2/05,23.9121
ANTM UN Equity,12/2/05,77.3
DTE UN Equity,12/2/05,43.73
TXN UN Equity,12/2/05,34.11
1519128D UW Equity,12/2/05,8.8252
TLAB UW Equity,12/2/05,10.79
MET UN Equity,12/2/05,46.4727
MON UN Equity,12/2/05,37.675
FTR UN Equity,12/2/05,188.1
TPR UN Equity,12/2/05,35.03
0111145D UN Equity,12/2/05,40.53
FLR UN Equity,12/2/05,37.925
0961514D UN Equity,12/2/05,44.5
SLM UN Equity,12/2/05,19.0467
VIAB UN Equity,#N/A N/A,
AMP UN Equity,12/2/05,43.23
JNS UN Equity,12/2/05,18.99
XEL UN Equity,12/2/05,18.55
ITT UN Equity,12/2/05,18.0362
COL UN Equity,12/2/05,46.83
0203524D UN Equity,12/2/05,28.22
ZBH UN Equity,12/2/05,69.66
MI UN Equity,12/2/05,34.684
CBG UN Equity,12/2/05,18.4967
RSHCQ UN Equity,12/2/05,23.32
8394653Q UN Equity,12/2/05,45.7
GENZ UW Equity,12/2/05,74.69
FIS UN Equity,12/2/05,22.7108
0772031D UN Equity,12/2/05,5.29
MWV UN Equity,12/2/05,25.3919
AYE UN Equity,12/2/05,28.66
QLGC UW Equity,12/2/05,16.685
MHS UN Equity,12/2/05,27.95
MDP UN Equity,12/2/05,51.02
HAS US Equity,12/2/05,20.64
ODP UN Equity,12/2/05,29.98
NYT UN Equity,12/2/05,27.07
HSP UN Equity,12/2/05,44.17
KG UN Equity,12/2/05,15.72
PTV UN Equity,12/2/05,20.6
SII UN Equity,12/2/05,39.17
GNW UN Equity,12/2/05,34.8
STR UN Equity,12/2/05,12.2124
RF UN Equity,12/2/05,34.27
SCHW UW Equity,#N/A N/A,
WYN UN Equity,#N/A N/A,
MU UN Equity,12/2/05,14.37
KBH UN Equity,12/2/05,71.2
MBI UN Equity,12/2/05,62.5
DYNIQ UN Equity,12/2/05,22.3
CIEN UW Equity,12/2/05,21.21
CVG UN Equity,12/2/05,17.26
WIN UN Equity,12/2/05,19.7418
JNPR UW Equity,12/2/05,22.84
BMC UN Equity,12/2/05,20.41
MAT UN Equity,12/2/05,16.42
RRD UN Equity,12/2/05,56.2754
JNY UN Equity,12/2/05,30.99
WFT UN Equity,12/2/05,17.81
MYL UN Equity,12/2/05,20.81
FOXA UN Equity,12/2/05,13.3595
RIG UN Equity,12/2/05,94.5683
KATE UN Equity,12/2/05,35.42
ASH UN Equity,12/2/05,28.0105
HPC US Equity,12/2/05,12.25
UIS UN Equity,12/2/05,62.9
MWW UW Equity,12/2/05,40.13
TEX UN Equity,12/2/05,30.845
MTG UN Equity,12/2/05,66.17
ADP UN Equity,12/2/05,37.2803
WAMUQ UN Equity,12/2/05,41.63
LEHMQ UN Equity,12/2/05,63.63
FNMA UN Equity,12/2/05,47.99
IAC UW Equity,12/2/05,24.4409
CME UN Equity,12/2/05,73.96
SSP UN Equity,12/2/05,9.9669
OMX UN Equity,12/2/05,29
BC UN Equity,12/2/05,42.09
ABKFQ UN Equity,12/2/05,77.51
CA UN Equity,12/2/05,29.18
CCTYQ UN Equity,12/2/05,21.45
1541931D UQ Equity,12/2/05,19.1
SNV UN Equity,12/2/05,86.4457
TIN UN Equity,12/2/05,25.1686
1448062D UN Equity,12/2/05,13.6
3414924Q US Equity,12/2/05,11.25
0910150D US Equity,12/2/05,22.92
NCR UN Equity,12/2/05,16.1039
ADCT UW Equity,12/2/05,20.89
PMCS UW Equity,12/2/05,8.48
SANM UW Equity,12/2/05,26.52
4621824Q UN Equity,12/2/05,93
HMA UN Equity,12/2/05,23.58
CMVT UQ Equity,12/2/05,14.3727
PTC UW Equity,12/2/05,14.85
DPS UN Equity,#N/A N/A,
XRX UN Equity,12/2/05,38.2806
HBI UN Equity,#N/A N/A,
ALB UN Equity,12/2/05,18.905
EL UN Equity,12/2/05,17.035
