,Average price of S&P 1-Jan,
MAS UN Equity,12/2/96,15.7651
BNI UN Equity,12/2/96,29.625
SPGI UN Equity,12/2/96,11.281
MDT UN Equity,12/2/96,16.3125
CVS UN Equity,12/2/96,10.2813
SGP UN Equity,12/2/96,17.5625
WYE UN Equity,12/2/96,32.25
MSI UN Equity,12/2/96,68.8829
0226226D UN Equity,12/2/96,7.9938
ROH UN Equity,12/2/96,26.6667
THC UN Equity,12/2/96,59.3333
NWL UN Equity,12/2/96,31.375
3517233Q UN Equity,12/2/96,31.875
NEM UN Equity,12/2/96,46.875
1073675D UQ Equity,12/2/96,4.9375
1255173D UN Equity,12/2/96,37.6875
MER UN Equity,12/2/96,20.0625
NKE UN Equity,12/2/96,7.1719
NCC UN Equity,12/2/96,22.875
0948669D US Equity,12/2/96,28.25
NSC UN Equity,12/2/96,30
3286728Q UN Equity,12/2/96,15.3438
3393199Q UN Equity,12/2/96,21.1875
NOC UN Equity,12/2/96,37.308
WWY UN Equity,12/2/96,23.1
WFC UN Equity,12/2/96,11.5938
3022239Q UN Equity,12/2/96,10.012
NUE UN Equity,12/2/96,13.6563
OXY UN Equity,12/2/96,11.5109
2968900Q UN Equity,12/2/96,16.1063
OKE UN Equity,12/2/96,5.9367
CFC UN Equity,12/2/96,7.1563
OI UN Equity,12/2/96,19
PCG UN Equity,12/2/96,24.125
PH UN Equity,12/2/96,17.9444
PPL UN Equity,12/2/96,10.6713
HET UN Equity,12/2/96,17.625
JCP UN Equity,12/2/96,54.125
TRB UN Equity,12/2/96,21.2188
PEP UN Equity,12/2/96,27.491
DJ UN Equity,12/2/96,34.875
3692470Q UN Equity,12/2/96,25.8885
COP UN Equity,12/2/96,17.1046
TEK UN Equity,12/2/96,16.25
PHM UN Equity,12/2/96,3.8438
BOL UN Equity,12/2/96,36.5
PBI UN Equity,12/2/96,29.5207
PNC UN Equity,12/2/96,39
1317355D UN Equity,12/2/96,10.5502
PPG UN Equity,12/2/96,30.875
PX UN Equity,12/2/96,23.875
PGR UN Equity,12/2/96,5.8333
MEL UN Equity,12/2/96,17.875
RTN UN Equity,12/2/96,51.5
RDC UN Equity,12/2/96,23.375
R UN Equity,12/2/96,30.75
HSH UN Equity,12/2/96,38.2005
PD UN Equity,12/2/96,36.125
PGL UN Equity,12/2/96,36.5
EIX UN Equity,12/2/96,20
SLB UN Equity,12/2/96,23.1561
SCHW UN Equity,12/2/96,4.537
SHW UN Equity,12/2/96,28.125
BLS UN Equity,12/2/96,20.3125
SNA UN Equity,12/2/96,35.75
SO UN Equity,12/2/96,13.3987
LU UN Equity,12/2/96,9.7729
LUV UN Equity,12/2/96,5.037
3605818Q UN Equity,12/2/96,38.6184
0848680D UN Equity,12/2/96,17.0573
SWK UN Equity,12/2/96,29.5
GDW UN Equity,12/2/96,11.0625
1086832D UN Equity,12/2/96,10.3998
0544749D UN Equity,12/2/96,34.2253
STI UN Equity,12/2/96,50.625
SVU UN Equity,12/2/96,103.6875
ANDW UQ Equity,12/2/96,40.25
SYY UN Equity,12/2/96,8.4063
0964591D UQ Equity,12/2/96,7.2778
JAVA UQ Equity,12/2/96,14.9219
TXT UN Equity,12/2/96,23.625
SAF UQ Equity,12/2/96,41.5
TMO UN Equity,12/2/96,31.376
KRI UN Equity,12/2/96,41.375
2999130Q UN Equity,12/2/96,19.875
TJX UN Equity,12/2/96,2.9063
1312089D UN Equity,12/2/96,34.875
TMK UN Equity,12/2/96,9.7595
GDT UN Equity,12/2/96,13
JCI UN Equity,12/2/96,9.8624
929530Q UN Equity,12/2/96,26.125
UNP UN Equity,12/2/96,14.4375
UNH UN Equity,12/2/96,5.375
3080867Q UN Equity,12/2/96,19.25
UNM UN Equity,12/2/96,35.3125
DCNAQ UN Equity,12/2/96,31.125
MRO UN Equity,12/2/96,7.2468
3026360Q UN Equity,12/2/96,7.75
X UN Equity,12/2/96,30.625
RBK UN Equity,12/2/96,37.875
VFC UN Equity,12/2/96,8.5781
GP UN Equity,12/2/96,26.1676
WBA UN Equity,12/2/96,10.375
1028411Q UN Equity,12/2/96,36.4375
PVN UN Equity,#N/A N/A,
WY UN Equity,12/2/96,19.2866
987200Q UN Equity,12/2/96,32.9167
WHR UN Equity,12/2/96,49.625
DALRQ UN Equity,12/2/96,37.375
WMB UN Equity,12/2/96,14.0553
UCL UN Equity,12/2/96,41
XRX UN Equity,12/2/96,65.3708
TOY UN Equity,12/2/96,35
723588Q UN Equity,12/2/96,47.0873
605555Q UN Equity,12/2/96,51.25
WNDXQ UN Equity,12/2/96,33.25
3621240Q UN Equity,12/2/96,42.5
FBF UN Equity,12/2/96,27.5
STJ UN Equity,12/2/96,10.6563
748957Q UN Equity,12/2/96,36.8924
2727195Q UN Equity,12/2/96,31.125
297504Q UN Equity,12/2/96,48.5
CAH UN Equity,12/2/96,17.6852
CNCEQ UN Equity,12/2/96,28.0625
8214761Q UN Equity,12/2/96,31.6383
INCLF UN Equity,12/2/96,35.125
PDG UN Equity,12/2/96,22.875
UAWGQ UN Equity,12/2/96,23.75
WCOEQ UQ Equity,12/2/96,14.8971
680884Q UN Equity,12/2/96,16.075
228510Q UN Equity,#N/A N/A,
544791Q UN Equity,12/2/96,30.125
1051665D UN Equity,12/2/96,28.25
KMRTQ UN Equity,12/2/96,11.375
HM UN Equity,12/2/96,15.125
RAL UN Equity,12/2/96,18.5392
329556Q UN Equity,12/2/96,20.7659
ENRNQ UN Equity,12/2/96,22.75
GPUI UN Equity,12/2/96,33.25
677004Q UN Equity,12/2/96,49.6875
950967Q UN Equity,12/2/96,20.6875
ETS UN Equity,12/2/96,224.6553
OAT UN Equity,12/2/96,37.75
LDG UN Equity,12/2/96,25
739306Q UN Equity,12/2/96,46.6036
AZA UN Equity,12/2/96,13.8811
PLL UN Equity,12/2/96,25.625
3346Q UN Equity,12/2/96,24.25
1255177D UN Equity,12/2/96,45.875
CGP UN Equity,12/2/96,24.375
253647Q UN Equity,12/2/96,20.375
KEY UN Equity,12/2/96,26.5625
3253Q UN Equity,12/2/96,71.875
PRDCQ UN Equity,12/2/96,42.25
STT UN Equity,12/2/96,16.9375
RML UN Equity,12/2/96,28.625
304024Q UN Equity,12/2/96,47.625
BHMSQ UN Equity,12/2/96,8.75
291784Q UN Equity,12/2/96,40.5
FJ UN Equity,12/2/96,32.625
0872237D UN Equity,12/2/96,40.75
ACKH UN Equity,12/2/96,73.125
68335Q UN Equity,12/2/96,42.5
2269312Q UN Equity,12/2/96,36.375
UCM UN Equity,12/2/96,26.625
MKG UN Equity,12/2/96,43.875
MS UN Equity,12/2/96,14.0341
236555Q UN Equity,12/2/96,38.8509
OWENQ UN Equity,12/2/96,42.875
COMS UQ Equity,12/2/96,16.4482
2953349Q UN Equity,12/2/96,29.125
ALL UN Equity,12/2/96,30.0625
USW UN Equity,12/2/96,31.25
571300Q UN Equity,12/2/96,44.625
IKN UN Equity,12/2/96,41.9796
SGID UN Equity,12/2/96,7.1963
WLA UN Equity,12/2/96,23.6667
140402Q UN Equity,12/2/96,44
UMGI UN Equity,12/2/96,19
EMN UN Equity,12/2/96,28.5625
TMC UN Equity,12/2/96,52.25
2731112Q UN Equity,#N/A N/A,
3301Q UN Equity,12/2/96,24
RLM UN Equity,12/2/96,59.5
667517Q UN Equity,12/2/96,18.25
300583Q UN Equity,12/2/96,71
285939Q UN Equity,12/2/96,38.75
CNRG UN Equity,12/2/96,56.875
LMT UN Equity,12/2/96,45.063
827663Q UN Equity,#N/A N/A,
LDWIF UN Equity,12/2/96,12.25
2755Q UN Equity,12/2/96,68.75
3891289Q UN Equity,12/2/96,61.1875
2770014Q UN Equity,12/2/96,18.75
222435Q UN Equity,12/2/96,52.875
DRI UN Equity,12/2/96,5.1487
0820143D UN Equity,12/2/96,27.5
93916Q UN Equity,12/2/96,52.375
363096Q UN Equity,12/2/96,24.625
183291Q UN Equity,12/2/96,15.125
3054Q UN Equity,12/2/96,29.4375
2288005Q UN Equity,12/2/96,23.2083
BKB UN Equity,12/2/96,34.5
3546Q UN Equity,12/2/96,26.125
HIG UN Equity,12/2/96,34.375
RYC UN Equity,12/2/96,42.375
BMG UN Equity,12/2/96,7
3459Q UN Equity,12/2/96,27
375573Q UN Equity,12/2/96,37.875
2972Q UN Equity,12/2/96,39.5625
2745Q UN Equity,12/2/96,25.5
ATI UN Equity,12/2/96,42.7687
2691Q UN Equity,12/2/96,19.75
3179Q UN Equity,#N/A N/A,
399463Q UN Equity,12/2/96,86.375
ROK UN Equity,12/2/96,16.844
896661Q UN Equity,12/2/96,50.25
968734Q UN Equity,12/2/96,36.375
611647Q UN Equity,12/2/96,38.625
RBD UN Equity,12/2/96,23.875
TCOMA UQ Equity,12/2/96,12.782
ORX UN Equity,12/2/96,20.5
244630Q UQ Equity,12/2/96,13.9688
2500Q UN Equity,12/2/96,39.1875
2284Q UN Equity,12/2/96,27.5833
231079Q UN Equity,12/2/96,27.5055
134618Q UN Equity,12/2/96,166.125
AS UN Equity,12/2/96,4.375
YUM UN Equity,#N/A N/A,
1567Q UN Equity,12/2/96,15.875
2251Q UN Equity,12/2/96,35.375
FE UN Equity,#N/A N/A,
2223Q UN Equity,12/2/96,283.75
504369Q UN Equity,12/2/96,43.375
2428Q UN Equity,12/2/96,58
370506Q UN Equity,12/2/96,40
45861Q UN Equity,12/2/96,32.5
2196Q UN Equity,12/2/96,50.875
0943554D UN Equity,12/2/96,33
3619382Q UN Equity,12/2/96,25.25
0598884D UQ Equity,12/2/96,30.625
69895Q UN Equity,12/2/96,27.5
2206Q UQ Equity,12/2/96,18.125
WAI UN Equity,12/2/96,55.4561
WMX UN Equity,12/2/96,35.75
GFS/A UA Equity,12/2/96,33
2282655Q UN Equity,12/2/96,34
2218Q UN Equity,12/2/96,62.5
2964Q UN Equity,12/2/96,40.875
3520842Q UN Equity,12/2/96,18.625
62553Q UN Equity,12/2/96,7.9208
RHDCQ UN Equity,12/2/96,10.0229
DEC UN Equity,12/2/96,40
PET UN Equity,12/2/96,30.5
SDH UN Equity,12/2/96,18.2292
JH UN Equity,12/2/96,30.125
2106Q UN Equity,12/2/96,16
1558530D UN Equity,12/2/96,19.75
263179Q UN Equity,12/2/96,53.375
2009Q UN Equity,12/2/96,52.5
3147Q UN Equity,12/2/96,45.625
2638Q UN Equity,12/2/96,43.375
UEP UN Equity,12/2/96,39.625
PAS UN Equity,12/2/96,14.3747
204923Q UN Equity,12/2/96,19.875
ECO UA Equity,12/2/96,6
1802Q UN Equity,12/2/96,13.375
FLMIQ UN Equity,12/2/96,15.75
HFS UN Equity,12/2/96,62.375
TXN UN Equity,12/2/96,8.2188
0111145D UN Equity,12/2/96,36.375
0961514D UN Equity,12/2/96,36.5
XEL UN Equity,12/2/96,23.5
ITT UN Equity,12/2/96,3.9789
0203524D UN Equity,12/2/96,13
RSHCQ UN Equity,12/2/96,10.6563
MEE UN Equity,12/2/96,16.8374
MDP UN Equity,12/2/96,25.5
NYT UN Equity,#N/A N/A,
MU UN Equity,12/2/96,17.875
KBH UN Equity,12/2/96,6.375
MBI UN Equity,12/2/96,34.5417
MAT UN Equity,12/2/96,31.25
RRD UN Equity,12/2/96,53.5184
KATE UN Equity,12/2/96,21.0625
ASH UN Equity,12/2/96,15.7
HPC US Equity,12/2/96,48.125
UIS UN Equity,12/2/96,73.75
MTG UN Equity,12/2/96,37.625
DDS UN Equity,12/2/96,31.25
ADP UN Equity,12/2/96,16.8435
OMX UN Equity,12/2/96,31.75
BC UN Equity,12/2/96,25.75
CA UN Equity,12/2/96,43.6667
CCTYQ UN Equity,12/2/96,11.3471
SNV UN Equity,12/2/96,44.8963
TIN UN Equity,12/2/96,16.1893
HAS UN Equity,12/2/96,18.3333
0910150D US Equity,12/2/96,19.3333
TXU US Equity,12/2/96,19.9375
NAV UN Equity,12/2/96,9.75
1281683D UN Equity,12/2/96,13.7014
LPX UN Equity,12/2/96,22.75
CTB UN Equity,12/2/96,20.25
ADBE UQ Equity,12/2/96,5.4903
AMGN UQ Equity,12/2/96,15.313
AAPL UQ Equity,12/2/96,0.8973
ADSK UQ Equity,12/2/96,7.0313
CSCO UQ Equity,12/2/96,7.625
DELL UQ Equity,12/2/96,3.2773
KLAC UQ Equity,12/2/96,18.25
NOVL UQ Equity,12/2/96,11.125
ORCL UQ Equity,12/2/96,5.5139
PCAR UQ Equity,12/2/96,6.6914
COST UQ Equity,12/2/96,11.813
SIAL UQ Equity,12/2/96,15.625
AMAT UQ Equity,12/2/96,4.7813
FITB UQ Equity,12/2/96,21.2222
HBAN UQ Equity,12/2/96,17.118
PTC UQ Equity,12/2/96,68.2813
TLAB UQ Equity,12/2/96,20
1288652D US Equity,12/2/96,25.6111
DLX UN Equity,12/2/96,24.6854
TNB UN Equity,12/2/96,45.125
TUP UN Equity,12/2/96,52.375
MDR UN Equity,12/2/96,3.054
EHC UN Equity,12/2/96,92.1875
AAMRQ UN Equity,12/2/96,20.3476
CMCSK UQ Equity,12/2/96,5.6667
DPS UN Equity,#N/A N/A,
XRX UN Equity,12/2/96,65.3708
HBI UN Equity,#N/A N/A,
ALB UN Equity,12/2/96,9.25
EL UN Equity,12/2/96,12.3438
